id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
961,Devils' Line,デビルズライン,"Tsukasa, a college student, is rescued from an attack by a devil, one of many vampires that can blend in among the human population. Anzai, her savior, is a half-devil who exploits his supernatural gifts as a member of a shadowy police task force that specializes in devil-related crime in Tokyo. As Anzai continues to keep guard over Tsukasa, the two quickly forge a tentative bond—one that Anzai fears will test his iron-clad rule of never drinking human blood...",2018-04-07,3.8075,"Animation, Drama, Action & Adventure, Crime, Mystery, Sci-Fi & Fantasy",Japan,Japanese,7.869,203
962,How Not to Summon a Demon Lord,異世界魔王と召喚少女の奴隷魔術,"When it comes to the fantasy MMORPG Cross Reverie, none can match the power of the Demon King Diablo. Possessing the game’s rarest artifacts and an unrivaled player level, he overpowers all foolish enough to confront him. But despite his fearsome reputation, Diablo’s true identity is Takuma Sakamoto, a shut-in gamer devoid of any social skills. Defeating hopeless challengers day by day, Takuma cares about nothing else but his virtual life—that is, until a summoning spell suddenly transports him to another world where he has Diablo’s appearance!

In this new world resembling his favorite game, Takuma is greeted by the two girls who summoned him. They perform an Enslavement Ritual in an attempt to subjugate him, but the spell backfires and causes them to become his slaves instead. With the situation now becoming more awkward than ever, Takuma decides to accompany the girls in finding a way to unbind their contract while learning to adapt to his new existence as the menacing Demon King.",2018-07-05,6.525,"Action & Adventure, Comedy, Sci-Fi & Fantasy, Animation",Japan,Japanese,7.9,334
963,Pennyworth: The Origin of Batman's Butler,Pennyworth: The Origin of Batman's Butler,"The origin story of Bruce Wayne's legendary butler, Alfred Pennyworth, a former British SAS soldier who forms a security company in 1960s London and goes to work with young billionaire Thomas Wayne and his wife Martha, before they become Bruce Wayne’s parents.",2019-07-28,7.1543,"Drama, Crime",United States,English,7.9,360
964,"Ed, Edd n Eddy","Ed, Edd n Eddy","Three adolescent boys, Ed, Edd ""Double D"", and Eddy, collectively known as ""the Eds"", constantly invent schemes to make money from their peers to purchase their favorite confectionery, jawbreakers. Their plans usually fail though, leaving them in various predicaments.",1999-01-04,10.9006,"Animation, Comedy, Kids, Family","Canada, United States",English,7.9,769
965,Scream Queens,Scream Queens,The super-charged comedy-horror series is a modern take on the classic whodunit with a killer cast. ,2015-09-22,7.6995,"Mystery, Comedy",United States,English,7.9,1770
966,For Life,For Life,"A prisoner becomes a lawyer, litigating cases for other inmates while fighting to overturn his own life sentence for a crime he didn’t commit.",2020-02-11,3.2592,"Crime, Drama",United States,English,7.9,271
967,PLUTO,PLUTO,"When the world's seven most advanced robots and their human allies are murdered one by one, Inspector Gesicht soon discovers that he's also in danger.",2023-10-26,8.6819,"Animation, Sci-Fi & Fantasy, Mystery, Crime",Japan,Japanese,7.863,211
968,His Dark Materials,His Dark Materials,"Lyra is an orphan who lives in a parallel universe in which science, theology and magic are entwined. Her search for a kidnapped friend uncovers a sinister plot involving stolen children and turns into a quest to understand a mysterious phenomenon called Dust. She is later joined on her journey by Will, a boy who possesses a knife that can cut windows between worlds. As she learns the truth about her parents and her prophesied destiny, the two young people are caught up in a war against celestial powers that ranges across many worlds.",2019-11-03,11.9684,"Sci-Fi & Fantasy, Drama",United Kingdom,English,7.9,1806
969,Seraph of the End,終わりのセラフ,"After a mysterious virus wipes out ninety percent of humanity, vampires emerge from the recesses of the earth to enslave mankind, treating them like livestock. After growing tired of donating blood in exchange for protection, 12-year-old Yuichiro Hyakuya and his best friend Mikaela Hyakuya plot an escape along with the other orphans. After being the only successful runaway, Yuichiro joins the Moon Demon Company, an extermination unit of the Japanese Imperial Demon Army dedicated to killing off vampires.",2015-04-04,9.9965,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,7.9,424
970,Bewitched,Bewitched,"Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay.",1964-09-17,25.0277,"Sci-Fi & Fantasy, Comedy, Family, Drama",United States,English,7.861,706
971,Squid Game,오징어 게임,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",2021-09-17,56.1462,"Action & Adventure, Mystery, Drama",South Korea,Korean,7.86,16903
972,Angel,Angel,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",1999-10-05,20.7089,"Sci-Fi & Fantasy, Drama",United States,English,7.9,960
973,Ecomoda,Ecomoda,"Betty and Armando face new challenges as leaders of Ecomoda, a company in crisis. Between rivalries, betrayals, and the return of the unforgettable ""Ugly Quarters,"" they must balance their family life while fighting to save the company's future.",2001-08-24,1.4948,"Comedy, Drama",Colombia,Spanish,7.858,1081
974,The Envoys,Los enviados,Two Vatican officials with very different conceptions of what faith is are sent to different parts of the world to investigate and verify the veracity of alleged miracles and healings attributed to members of the church.,2021-12-12,1.878,"Drama, Mystery",Argentina,Spanish,7.9,290
975,Tokyo Vice,Tokyo Vice,"A first-hand account of the Tokyo Metropolitan Police beat following Jake Adelstein, an American journalist who embeds himself into the Tokyo Vice police squad to reveal corruption. Based on Jake Adelstein’s non-fiction book of the same name.",2022-04-07,7.7867,"Crime, Drama",United States,English,7.856,337
976,The Knick,The Knick,"Set in downtown New York in 1900, 'The Knick' is centered on the Knickerbocker Hospital and its staff, notably Dr. John Thackery, the hospital's brilliant chief surgeon who pushes medicine's boundaries, pioneering new procedures despite a severe drug addiction.",2014-08-08,7.6397,Drama,United States,English,7.855,476
977,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,"When four pet turtles were bathed in alien ooze, they began to mutate and became the Teenage Mutant Ninja Turtles. Raised in New York City sewers by their foster father and wise sensei, Master Splinter, Leonardo, Michelangelo, Donatello, and Raphael wage war against crime. Led by Master Splinter, the four turtles learn the ancient martial art of Ninjitsu, mastering skills of stealth, weapons, and fighting. They stop evildoers in all forms, whether barbaric gangs, lowlife crooks, deranged cyborgs, or even the crime syndicate The Foot, led by their archrival, The Shredder.",2003-02-08,15.7644,"Action & Adventure, Animation, Kids",United States,English,7.855,200
978,Luther,Luther,"A dark psychological crime drama starring Idris Elba as Luther, a man struggling with his own terrible demons, who might be as dangerous as the depraved murderers he hunts.",2010-05-04,10.7598,"Crime, Drama, Mystery",United Kingdom,English,7.855,1133
979,Maya and the Three,Maya y los tres,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,2021-10-22,4.1793,"Animation, Family, Action & Adventure, Comedy, Kids",Mexico,Spanish,7.9,322
980,Boruto: Naruto Next Generations,BORUTO-ボルト- NARUTO NEXT GENERATIONS,"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!",2017-04-05,4.9582,"Animation, Action & Adventure, Comedy",Japan,Japanese,7.8,2455
981,Arnold,Arnold,"This intimate docuseries follows Arnold Schwarzenegger's multifaceted life and career, from bodybuilding champ to Hollywood icon to politician.",2023-06-07,2.0762,Documentary,United States,English,7.849,228
982,Pushing Daisies,Pushing Daisies,"A pie-maker, with the power to bring dead people back to life, solves murder mysteries with his alive-again childhood sweetheart, a cynical private investigator, and a lovesick waitress.",2007-10-03,8.8289,"Drama, Sci-Fi & Fantasy, Crime",United States,English,7.849,437
983,Danger Force,Danger Force,Captain Man has a new crew of superhero sidekicks - Danger Force. Captain Man and Schwoz create a fake school to train the kids to harness their uncontrollable superpowers to fight crime.,2020-03-28,11.0481,"Comedy, Family, Sci-Fi & Fantasy",United States,English,7.8,280
984,Hi! School - Love On,하이스쿨: 러브온,"High school may be tough, but Woo Hyun has a guardian angel looking over him — literally. Disguised as a naive high schooler, Lee Seul Bi descends from the heavens to protect Woo Hyun's life, but discovers she's got a thing or two to learn about life as a teenager, including the pains of falling in love. Can this cherubic guardian protect the apple of her eye and also manage to survive high school?",2014-07-11,2.0429,"Sci-Fi & Fantasy, Comedy",South Korea,Korean,7.8,412
985,Genesis,Gênesis,"The story of the first 2,300 years of humanity and recounts events exclusively from that period. The plot begins by giving us a greater understanding of why we exist and how we turned from perfection to imperfection. The origin of all social and racial problems is there at the beginning of everything, when via one decision a human being who only knew good and enjoyed it so much also chose to know evil.",2021-01-19,8.2351,"Soap, Drama",Brazil,Portuguese,7.8,226
986,Locked Up: The Oasis,Vis a Vis: El Oasis,"After a few years dedicating themselves to robbing jewelers, banks and casinos, it is time for Macarena and Zulema to separate.",2020-04-20,1.9241,Drama,Spain,Spanish,7.847,2002
987,Yu-Gi-Oh! Capsule Monsters,Yu-Gi-Oh! Capsule Monsters,"Yugi, Joey, Téa, Tristan, and Yugi's grandfather Solomon are pulled into a world where Duel Monsters are real. They find monster capsules that they can use to summon monsters. However, in this strange new world, they battle monsters and when their own monsters are attacked, they feel the pain.",2006-09-09,1.8113,"Animation, Action & Adventure",United States,English,7.8,295
988,Austin & Ally,Austin & Ally,"A comedy about the unique relationship between a young songwriter, Ally Dawson, and Austin Moon, the overnight internet sensation who gains sudden notoriety after performing one of Ally's songs. Austin and Ally struggle with how to maintain and capitalize on Austin's newfound fame. Austin is more of a rebel type who doesn't follow the rules and is somewhat immature for his age, while Ally is conservative yet self-conscious.",2011-12-02,7.9799,"Comedy, Kids, Drama",United States,English,7.831,210
989,The Killing,The Killing,"The Killing is an American crime drama television series based upon the Danish television series Forbrydelsen. Set in Seattle, Washington, the series follows the various murder investigations by homicide detectives Sarah Linden and Stephen Holder.",2011-04-03,8.7537,"Drama, Crime, Mystery",United States,English,7.845,821
990,Captain Tsubasa,キャプテン翼,"Tsubasa Ozora loves playing football since he was a little child. After moving to the japanese town of Nankatsu together with his mother, the 11-year-old boy quickly finds friends and joins the local football team of his elementary school. Together with his newly made friends and Brazilian mentor Roberto, Tsubasa starts his exciting journey to chase after his most desired dream - one day winning the FIFA World Cup.",1983-10-13,13.1262,"Comedy, Drama, Animation",Japan,Japanese,7.845,807
991,Personal Taste,개인의 취향,"Jin-ho Jeon is a very stylish young man with the perfect looks. Jin-ho has also some faults which include being self-centered and obsession with cleanliness. Jin-ho Jeon then comes across Gae-in Park, a woman hurt by love and is now looking for a gay roommate/friend. Jin-ho wanting to live with the woman, then pretends to be a gay male.",2010-03-31,2.8111,"Comedy, Drama",South Korea,Korean,7.844,521
992,Spinning Out,Spinning Out,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",2020-01-01,2.4348,Drama,United States,English,7.843,305
993,Pachinko,Pachinko,This sweeping saga chronicles the hopes and dreams of a Korean immigrant family across four generations as they leave their homeland in an indomitable quest to survive and thrive.,2022-03-24,7.9899,Drama,United States,English,7.8,231
994,The Boat,El barco,"A global cataclysm, caused by a fatal accident in Geneva (Switzerland) during the implementation of the particle accelerator will lead to the crew and students of the school-ship Polar Star to live the greatest adventure of their lives. Isolated and aware that we only have each other, the ship will become their only home.",2011-01-17,6.1743,"Action & Adventure, Mystery, Drama",Spain,Spanish,7.841,1666
995,La Reina del Sur,La Reina del Sur,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",2011-02-28,6.4087,"Drama, Crime",United States,Spanish,7.8,1931
996,Dash & Lily,Dash & Lily,Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City.,2020-11-10,2.5305,"Comedy, Drama",United States,English,7.8,331
997,Pretty Little Liars: Original Sin,Pretty Little Liars: Original Sin,"Twenty years ago, a series of tragic events almost ripped the blue-collar town of Millwood apart. Now, in the present day, a group of disparate teen girls finds themselves tormented by an unknown Assailant and made to pay for the secret sin their parents committed two decades ago, as well as their own.",2022-07-28,3.7001,"Drama, Mystery",United States,English,7.8,237
998,Three-Body,三体,"Nanotechnology researcher Wang Miao is taken to the Joint Operations Center by police officer Shi Qiang, who's investigating the mysterious suicide wave among scientists worldwide.  He is recruited to sneak into an organization called the Frontiers of Science to help the investigation. When Wang Miao is contacted by the leader of the organization, Shen Yufei, she introduces him to a sophisticated VR video game called Three-Body, but soon he discovers that it's more than just a game.",2023-01-15,6.2709,"Drama, Mystery, Sci-Fi & Fantasy",China,Chinese,7.8,236
999,How to Get Away with Murder,How to Get Away with Murder,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",2014-09-25,21.4874,"Crime, Drama, Mystery",United States,English,7.837,1703
1000,Love & Death,Love & Death,Candy and Pat Montgomery and Betty and Allan Gore — two churchgoing couples — enjoy their small town Texas life... until an extramarital affair leads somebody to pick up an axe.,2023-04-27,4.3261,"Crime, Drama",United States,English,7.837,403
1001,Land of Honor,Tierra de Reyes,"Set on horse ranches around Houston, Texas, this Spanish-language telenovela covers the three Gallardo brothers' search for vengeance against the wealthy del Junco family, following the mysterious death of their rodeo-riding sister.  The brothers soon become aware of the three beautiful del Junco daughters, and entanglements ensue...",2014-12-02,3.979,"Drama, Soap",United States,Spanish,7.837,521
1002,Blood & Water,Blood & Water,"After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth.",2020-05-20,3.2173,Drama,South Africa,English,7.8,320
1003,The Transformers,The Transformers,The Transformers is the first animated television series in the Transformers franchise. The series depicts a war among giant robots that can transform into vehicles and other objects.,1984-10-06,16.2545,"Animation, Kids, Action & Adventure, Sci-Fi & Fantasy",United States,English,7.8,405
1004,Good Girls,Good Girls,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018-02-26,14.5989,"Drama, Crime",United States,English,7.8,657
1005,The Loud House,The Loud House,"Welcome to the Loud House, where life can get pretty crazy. One boy, TEN girls?! Lincoln Loud wouldn’t change it for the world!",2016-05-02,21.4851,"Animation, Comedy, Family, Kids, Mystery",United States,English,7.8,548
1006,Making a Murderer,Making a Murderer,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",2015-12-18,1.7407,"Documentary, Crime",United States,English,7.834,531
1007,The Venture Bros.,The Venture Bros.,"Hank and Dean Venture, with their father Doctor Venture and faithful bodyguard Brock Samson, go on wild adventures facing megalomaniacs, zombies, and suspicious ninjas, all for the glory of adventure. Or something like that.",2004-08-07,8.4699,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",United States,English,7.835,224
1008,Adolescence,Adolescence,"When a 13-year-old is accused of the murder of a classmate, his family, therapist and the detective in charge are all left asking: what really happened?",2025-03-13,10.0689,"Drama, Crime","United Kingdom, United States",English,7.833,1249
1009,The Office,The Office,Nightmare boss. Tedious colleagues. Pointless tasks. Welcome to Wernham Hogg. Fancy a tea break with David Brent? Classic comedy from the archive.,2001-07-09,5.3974,Comedy,United Kingdom,English,7.833,905
1010,I Dream of Jeannie,I Dream of Jeannie,"While on a mission, American astronaut Captain Tony Nelson is forced to make an emergency landing that will forever change his life. On a deserted South Pacific island, Captain Nelson happens upon a bottle containing a beautiful two-thousand-year-old female genie named Jeannie. Rescuing her from the bottle nets Tony the requisite three wishes, and then some, when Jeannie pledges total devotion to her new ""master"".",1965-09-18,15.0164,"Sci-Fi & Fantasy, Comedy, Family",United States,English,7.833,797
1011,Los heroes del norte,Los heroes del norte,A series following the antics of five strangers who form a band in Mexico.,2010-09-20,1.4748,"Comedy, Action & Adventure, Drama",,Spanish,7.832,443
1012,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,"I thought that when I entered high school, my days of believing in aliens, time travelers and ESPers were going to be over. That is, until she introduced herself. Claiming to be interested in only aliens, time travelers, and ESPers, Haruhi Suzumiya was the strangest girl I've met in a long time... Before I knew what's going on, I've been dragged into her weird club, and it looks like I'm not the only one who has been drafted into this ""SOS Brigade"" of hers, because there are three other students who don't seem to be so ordinary themselves.",2006-04-03,9.3058,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,7.8,285
1013,"Scooby-Doo, Where Are You!","Scooby-Doo, Where Are You!","Fred, Daphne, Velma, Shaggy, and the talking dog, Scooby-Doo, travel on the Mystery Machine van, in search of weird mysteries to solve.",1969-09-13,9.8672,"Animation, Mystery, Comedy, Kids, Family",United States,English,7.832,773
1014,Chucky,Chucky,"After a vintage Chucky doll turns up at a suburban yard sale, an idyllic American town is thrown into chaos as a series of horrifying murders begin to expose the town’s hypocrisies and secrets. Meanwhile, the arrival of enemies — and allies — from Chucky’s past threatens to expose the truth behind the killings, as well as the demon doll’s untold origins.",2021-10-12,14.7206,"Crime, Comedy, Mystery",United States,English,7.8,4129
1015,A Discovery of Witches,A Discovery of Witches,Closet witch Diana Bishop and centuries-old vampire Matthew Clairmont are drawn into a deadly mystery and forbidden romance when a magical book shows up in an Oxford library.,2018-09-14,10.567,"Sci-Fi & Fantasy, Drama",United Kingdom,English,7.8,804
1016,Merlin,Merlin,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",2008-09-20,20.1817,"Action & Adventure, Drama, Sci-Fi & Fantasy",United Kingdom,English,7.831,1065
1017,Penny Dreadful,Penny Dreadful,"Some of literature's most terrifying characters, including Dr. Frankenstein, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. Penny Dreadful is a frightening psychological thriller that weaves together these classic horror origin stories into a new adult drama.",2014-05-11,9.12,"Sci-Fi & Fantasy, Drama, Mystery, Action & Adventure",United States,English,7.8,1439
1018,Al Fondo Hay Sitio,Al Fondo Hay Sitio,"Al fondo hay sitio is a Peruvian TV series created in 2008-2009 by Efraín Aguilar. It deals with the problems of social differences and economic status. It's one of the most popular shows in Peru and is now being shown in Ecuador, Bolivia, Paraguay and Uruguay.",2009-03-30,10.0773,"Comedy, Drama, Soap",Peru,Spanish,7.8,225
1019,El Clon,El Clon,"Lucas falls for a young Arab girl named Jade. She is caught between modern values and her Islamic upbringing. They separate and two decades pass. Then a strange turn of luck brings the pair together. Then Jade meets a clone, who is just like Lucas, but twenty years younger. She must choose between the man she loved and the memory she cherishes.",2010-02-15,5.7226,Drama,"United States, Brazil, Colombia",Spanish,7.8,564
1020,ER,ER,ER explores the inner workings of an urban teaching hospital and the critical issues faced by the dedicated physicians and staff of its overburdened emergency room.,1994-09-19,23.2252,Drama,United States,English,7.827,882
1021,Bob's Burgers,Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",2011-01-09,35.3022,"Animation, Comedy",United States,English,7.8,1029
1022,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",2016-04-04,24.1307,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,7.8,554
1023,Acapulco Shore,Acapulco Shore,A reality-based look at the vapid lives of several Mexican 20-somethings and their respective friends and/or hook-ups during their stay in Acapulco for a Summer vacation.,2014-09-27,6.2454,Reality,Mexico,Spanish,7.8,1002
1024,Whose Line Is It Anyway?,Whose Line Is It Anyway?,"The show where everything's made up and the points don't matter. Not a talk show, not a sitcom, not a game show, Whose Line Is It Anyway? is a completely unique concept to network television. Four talented actors perform completely unrehearsed skits and games in front of a studio audience. Host Drew Carey sets the scene, with contributions from the audience, but the actors rely completely on their quick wit and improvisational skills. It's genuinely improvised, so anything can happen - and often does.",1998-08-05,8.8631,"Comedy, Reality",United States,English,7.8,346
1025,Endless Love,Kara Sevda,"Two separate worlds lie on two sides of the road in a seaside town. Both too close and way too far from each other. What happens when two young people from these worlds fall in love?  Kemal is one of the three children of a moderate family that lives in one of the inner neighborhoods of the town. His hand to mouth world has pinned all hopes on him. The motive of this world is not high aims, it’s to make a living and survive. It’s Kemal’s last year in mine engineering. His dreams are restricted with the truth and he doesn’t believe in miracles. Especially in miracles like love.  Kemal is soon tested with his disbelief and Nihan hops into his monotonous life. After that day Kemal’s world turns upside down and he loses control.",2015-10-14,12.1966,"Drama, Comedy",Turkey,Turkish,7.823,687
1026,Attack on Titan: Junior High,進撃！巨人中学校,"Your favorite characters from Attack on Titan are back in…junior high school? Adapted from the hit spinoff manga series—Attack on Titan: Junior High (written by Saki Nakagawa), this parody reimagines Eren, Mikasa, Armin, and other characters from the original manga as students and teachers at Titan Junior High School.",2015-10-04,5.833,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,7.823,203
1027,Aída,Aída,"Aída is a Spanish comedy sitcom set in Madrid, that spin off from another sitcom called 7 Vidas. The show first aired on January 16, 2005 and is produced by Globomedia for the Spanish network Telecinco. It currently started its ninth season.

The show stars Carmen Machi as the title character, Aída García, a working, single mother with two teenage children, forced to move in with her mother and brother to make ends meet.

The show has received favorable criticism from the audience and has been the most viewed show in Spain since 2007. It has also received several awards like the Ondas Award for Best Spanish Sitcom.

The Polish re-make of the series began airing in March 2012 on TVP2 channel.",2005-01-16,7.5117,"Drama, Comedy",Spain,Spanish,7.823,246
1028,Resident Alien,Resident Alien,"Crash-landed alien Harry takes on the identity of a small-town Colorado doctor. Arriving with a secret mission, he starts off living a simple life…but things get a bit rocky when he’s roped into solving a local murder and realizes he needs to assimilate into his new world. As he does, he begins to wrestle with the moral dilemma of his mission and asking the big life questions like: “Are human beings worth saving?” and “Why do they fold their pizza before eating it?”",2021-01-27,14.7419,Sci-Fi & Fantasy,United States,English,7.8,896
1029,DuckTales,DuckTales,"The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",2017-08-12,15.1536,"Family, Comedy, Animation",United States,English,7.8,294
1030,Hawkeye,Hawkeye,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.",2021-11-24,19.6288,"Drama, Comedy, Action & Adventure",United States,English,7.8,3571
1031,Senora Acero,Señora Acero,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.",2014-09-23,9.497,"Drama, Crime, Soap",Mexico,Spanish,7.82,643
1032,Forever,Forever,"Doctor Henry Morgan, New York City’s star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years—the answer to his own inexplicable immortality. This long life has given Henry remarkable observation skills which impresses his new partner, Detective Jo Martinez. Each week, a new case and their budding friendship will reveal layers of Henry’s long and colorful past. Only his best friend and confidant, Abe knows Henry’s secret.",2014-09-22,12.1585,"Drama, Crime, Mystery, Sci-Fi & Fantasy",United States,English,7.819,606
1033,Veronica Mars,Veronica Mars,"In the fictional town of Neptune, California, student Veronica Mars progresses from high school to college while moonlighting as a private investigator under the tutelage of her detective father.",2004-09-22,16.9218,"Mystery, Drama, Comedy",United States,English,7.8,664
1034,Foster's Home for Imaginary Friends,Foster's Home for Imaginary Friends,"Children who create imaginary friends usually take care of them until they are 7-8 years old. Imaginary friends, left on their own after this event, continue to live in this home founded by old Madam Foster.",2004-08-13,9.6199,"Kids, Animation, Family, Sci-Fi & Fantasy, Comedy",United States,English,7.816,500
1035,Castlevania: Nocturne,Castlevania: Nocturne,"As revolution sweeps France, Richter Belmont fights to uphold his family's legacy and prevent the rise of a ruthless, power-hungry vampire ruler.",2023-09-28,5.6168,"Animation, Sci-Fi & Fantasy, Drama",United States,English,7.815,238
1036,MythBusters,MythBusters,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",2003-01-23,19.2244,Documentary,United States,English,7.812,587
1037,Upload,Upload,"In 2033, people who are near death can be “uploaded” into virtual reality hotels run by 6 tech firms. Cash-strapped Nora lives in Brooklyn and works customer service for the luxurious “Lakeview” digital afterlife. When L.A. party-boy/coder Nathan’s self-driving car crashes, his high-maintenance girlfriend uploads him permanently into Nora’s VR world.",2020-04-30,11.6379,"Comedy, Sci-Fi & Fantasy, Drama",United States,English,7.811,1342
1038,Sacred Games,Sacred Games,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",2018-07-06,4.1075,"Drama, Crime, Action & Adventure",India,Hindi,7.811,227
1039,Twisted Metal,Twisted Metal,"A motor-mouthed outsider with no memory of his past is offered a chance at a better life, but only if he can successfully deliver a mysterious package across a post-apocalyptic wasteland. With the help of a badass axe-wielding car thief, he’ll face savage marauders driving vehicles of destruction and other dangers of the open road, including a deranged clown who drives an all too familiar ice cream truck.",2023-07-27,10.5635,"Action & Adventure, Comedy",United States,English,7.806,481
1040,BIA,BIA,"BIA tells the story of a group of teens who discover, share and develop their talents in the ""Fundom"", a place where they gather to hang out, create and express their art in a fun-filled and casual environment. Bia Urquiza, the main character, is a 16-year-old girl with great imagination and creativity.",2019-06-24,2.842,"Drama, Comedy, Soap, Family","Argentina, Brazil",Spanish,7.8,339
1041,Gangs of London,Gangs of London,"When the head of a criminal organisation, Finn Wallace is assassinated, the sudden power vacuum his death creates threatens the fragile peace between the intricate web of gangs operating on the streets of the city. Now it’s up to the grieving, volatile and impulsive Sean Wallace to restore control and find those responsible for killing his father.",2020-04-23,9.3325,"Action & Adventure, Drama, Crime",United Kingdom,English,7.81,630
1042,Orphan Black,Orphan Black,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,2013-03-30,13.5968,"Drama, Sci-Fi & Fantasy","United States, Canada",English,7.81,1348
1043,Last Week Tonight with John Oliver,Last Week Tonight with John Oliver,"A half-hour satirical look at the week in news, politics and current events.",2014-04-27,24.0434,"Talk, Comedy, News",United States,English,7.8,752
1044,Sankarea: Undying Love,さんかれあ,"Zombie-obsessed Furuya is making a potion to reanimate his dead cat when he meets Rea. She’s about as miserable as a girl can get, thanks to her creepy, domineering father. When the pain becomes too much, she tries to commit suicide with a sip of Furuya’s weird elixir. The potion doesn’t kill her – but it does turn her into a zombie after she falls from a cliff.

Now that Rea’s undead and ready to finally live, she hides out with Furuya, who’s always dreamed of having a zombie girlfriend. Their one-of-a-kind relationship comes with some challenges, like the fact that Rea is decomposing. Even worse, her freak-show dad is dangerously determined to get her back under his control. As Furuya fights to keep his ghoulfriend safe, Rea finds the secret to resurrecting her happiness: Live like you’re dying – even if you’re already dead.",2012-04-06,4.2757,"Animation, Comedy",Japan,Japanese,7.8,246
1045,Saved by the Bell,Saved by the Bell,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989-08-20,8.4283,"Family, Comedy",United States,English,7.805,682
1046,Hidden Truths,Verdades Secretas,"A teenager who dreams with a career as a top model becomes part of a prostitution scheme and meets a powerful and obsessive businessman. As a last resort, he marries the girl's mother just to be near her. This series explores the limits of obsession, wealth and pleasure, using the fashion world as backdrop.",2015-06-08,6.2116,"Soap, Drama",Brazil,Portuguese,7.8,298
